"CAS_Number","Chemical_Name","Chemical_Grade","Chemical_Analysis_Method","Chemical_Purity_Mean_Op","Chemical_Purity_Mean_","Chemical_Purity_Min_Op","Chemical_Purity_Min_","Chemical_Purity_Max_Op","Chemical_Purity_Max_","Species_Scientific_Name","Species_Common_Name","Species_Group","Organism_Lifestage","Organism_Age_Mean_Op","Organism_Age_Mean","Organism_Age_Min_Op","Organism_Age_Min","Organism_Age_Max_Op","Organism_Age_Max","Organism_Age_Units","Exposure_Type","Media_Type","Test_Location","Number_of_Doses","Conc_1_Type_Author","Conc_1_Mean_Op_Author","Conc_1_Mean_Author","Conc_1_Min_Op_Author","Conc_Min_1_Author","Conc_1_Max_Op_Author","Conc_1_Max_Author","Conc_1_Units_Author","Conc_2_Type_Author","Conc_2_Mean_Op_Author","Conc_2_Mean_Author","Conc_2_Min_Op_Author","Conc_Min_2_Author","Conc_2_Max_Op_Author","Conc_2_Max_Author","Conc_2_Units_Author","Conc_3_Type_Author","Conc_3_Mean_Op_Author","Conc_3_Mean_Author","Conc_3_Min_Op_Author","Conc_Min_3_Author","Conc_3_Max_Op_Author","Conc_3_Max_Author","Conc_3_Units_Author","Effect","Effect_Measurement","Endpoint","Observed_Response_Mean_Op","Observed_Response_Mean","Observed_Response_Min_Op","Observed_Response_Min","Observed_Response_Max_Op","Observed_Response_Max","Result_Statistical_Method","Observed_Response_Value","Observed_Response_Units","Response_Site","Observed_Duration_Op_Days","Observed_Duration_Days","Observed_Duration_Min_Op_Days","Observed_Duration_Min_Days","Observed_Duration_Max_Op_Days","Observed_Duration_Max_Days","Observed_Duration_Units_Days","Author","Reference_Number","Title","Source","Publication_Year","","aq_ter"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Lab","8","Active ingredient","","6","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Continual reinforcement task performed","NOEL","","6","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","NR","","14","","15","Day(s)","Decourtye,A., E. Lacassie, and M.H. Pham-Delegue",101957,"Learning Performances of Honeybees (Apis mellifera L.) are Differentially Affected by Imidacloprid According to the Season","Pest Manag. Sci.59(3): 269-278",2003,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","2","","NR","","NR","Day(s)","Food","No substrate","Lab","2","Active ingredient","","48","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","NOEL","","48","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","12","","NR","","NR","Day(s)","Ramirez-Romero,R., N. Desneux, A. Decourtye, A. Chaffiol, and M.H. Pham-Delegue",101953,"Does Cry1Ab Protein Affect Learning Performances of the Honey Bee Apis mellifera L. (Hymenoptera, Apidae)?","Ecotoxicol. Environ. Saf.70:327-333",2008,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","2","","NR","","NR","Day(s)","Food","No substrate","Lab","2","Active ingredient","","48","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Avoidance","Stimulus avoidance","NOEL","","48","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","12","","NR","","NR","Day(s)","Ramirez-Romero,R., N. Desneux, A. Decourtye, A. Chaffiol, and M.H. Pham-Delegue",101953,"Does Cry1Ab Protein Affect Learning Performances of the Honey Bee Apis mellifera L. (Hymenoptera, Apidae)?","Ecotoxicol. Environ. Saf.70:327-333",2008,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Lab","8","Active ingredient","","24","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Activity, general","NOEL","","24","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","NR","","14","","15","Day(s)","Decourtye,A., E. Lacassie, and M.H. Pham-Delegue",101957,"Learning Performances of Honeybees (Apis mellifera L.) are Differentially Affected by Imidacloprid According to the Season","Pest Manag. Sci.59(3): 269-278",2003,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","4","Active ingredient","","100","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Population","Weight","NOEL","","100","","NR","","NR",NA,NA,"ppb diet","Not reported","","NR","","22","","77","Day(s)","Meikle,W.G., J.J. Adamczyk, M. Weiss, A. Gregorc, D.R. Johnson, S.D. Stewart, J. Zawislak, M.J. Carroll, and G.M. Loren",184404,"Sublethal Effects of Imidacloprid on Honey Bee Colony Growth and Activity at Three Sites in the U.S","PLoS One11(12): 22 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","4","Active ingredient","","100","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Population","Weight","NOEL","","100","","NR","","NR",NA,NA,"ppb diet","Not reported","","NR","","22","","77","Day(s)","Meikle,W.G., J.J. Adamczyk, M. Weiss, A. Gregorc, D.R. Johnson, S.D. Stewart, J. Zawislak, M.J. Carroll, and G.M. Loren",184404,"Sublethal Effects of Imidacloprid on Honey Bee Colony Growth and Activity at Three Sites in the U.S","PLoS One11(12): 22 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","4","Active ingredient","","20","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Feeding behavior","Food consumption","NOEL","","20","","NR","","NR",NA,NA,"ppb diet","Not reported","","NR","","9","","44","Day(s)","Meikle,W.G., J.J. Adamczyk, M. Weiss, A. Gregorc, D.R. Johnson, S.D. Stewart, J. Zawislak, M.J. Carroll, and G.M. Loren",184404,"Sublethal Effects of Imidacloprid on Honey Bee Colony Growth and Activity at Three Sites in the U.S","PLoS One11(12): 22 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Analytical grade","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","4","Active ingredient","","100","","NR","","NR","ppb diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Population","Surface Area","NOEL","","100","","NR","","NR",NA,NA,"ppb diet","Not reported","","NR","","22","","77","Day(s)","Meikle,W.G., J.J. Adamczyk, M. Weiss, A. Gregorc, D.R. Johnson, S.D. Stewart, J. Zawislak, M.J. Carroll, and G.M. Loren",184404,"Sublethal Effects of Imidacloprid on Honey Bee Colony Growth and Activity at Three Sites in the U.S","PLoS One11(12): 22 p.",2016,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Genetics","Metabotropic glutamate receptor B mRNA","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Genetics","Dopamine transporter mRNA","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Genetics","D2-like dopamine receptor mRNA","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field natural","2","Formulation","","0.74/","","NR/","","NR/","ng/org/d","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Reproduction","Progeny counts/numbers","NOEL","","0.74/","","NR/","","NR/",NA,NA,"ng/org/d","Not reported","","84","","NR","","NR","Day(s)","Lu,C., K.M. Warchol, and R.A. Callahan",173369,"Sub-Lethal Exposure to Neonicotinoids Impaired Honey Bees Winterization Before Proceeding to Colony Collapse Disorder","Bull. Insectol.67(1): 125-130",2014,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","98",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Food","No substrate","Field artificial","2","Active ingredient","","48","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","NOEL","","48","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","7","","NR","","NR","Day(s)","Ramirez-Romero,R., J. Chaufaux, and M.H. Pham-Delegue",102527,"Effects of Cry1Ab Protoxin, Deltamethrin and Imidacloprid on the Foraging Activity and the Learning Performances of the Honeybee Apis mellifera, a Comparative Approach","Apidologie36(4): 601-611",2005,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","21.4",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Spray, unspecified","No substrate","Lab","4","Formulation","","0.34","","NR","","NR","ng/org","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Lifespan","NOEL","","0.34","","NR","","NR",NA,NA,"ng/org","Not reported","","NR","","23","","51","Day(s)","Zhu,Y.C., J. Yao, and J. Adamczyk",184426,"Long-Term Risk Assessment on Noneffective and Effective Toxic Doses of Imidacloprid to Honeybee Workers","J. Appl. Entomol.143(1/2): 118-128",2019,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Technical grade, technical product, technical formulation","Unmeasured","","99.4",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Lab","7","Active ingredient","","48","","NR","","NR","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Activity, general","NOEL","","48","","NR","","NR",NA,NA,"ug/kg diet","Not reported","","NR","","14","","15","Day(s)","Decourtye,A., E. Lacassie, and M.H. Pham-Delegue",101957,"Learning Performances of Honeybees (Apis mellifera L.) are Differentially Affected by Imidacloprid According to the Season","Pest Manag. Sci.59(3): 269-278",2003,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Genetics","Dopamine transporter mRNA","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Genetics","Metabotropic glutamate receptor B mRNA","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Genetics","D2-like dopamine receptor mRNA","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Not reported","","NR","","NR","","NR","Not reported","Diet, unspecified","No substrate","Field natural","2","Formulation","","24/","","NR/","","NR/","ug/kg diet","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","Displaying behavior","NOEL","","24/","","NR/","","NR/",NA,NA,"ug/kg diet","Not reported","<","1","","NR","","NR","Day(s)","Zhang,Z.Y., Z. Li, Q. Huang, W.Y. Yan, L.Z. Zhang, and Z.J. Zeng",184427,"Honeybees (Apis mellifera) Modulate Dance Communication in Response to Pollution by Imidacloprid","J. Asia Pac. Entomol.23(2): 477-482",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Environmental, unspecified","No substrate","Lab","7","Formulation","","2.2","","NR","","NR","ng/org","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","NOEL","","2.2","","NR","","NR",NA,NA,"ng/org","Not reported","","1","","NR","","NR","Day(s)","Pereira,R.C., W.F. Barbosa, M.A.P. Lima, J.O.L.,Jr. Vieira, R.N.C. Guedes, B.K.R. Da Silva, G.M.D. Barbosa, and F.L. Fe",184417,"Toxicity of Botanical Extracts and Their Main Constituents on the Bees Partamona helleri and Apis mellifera","Ecotoxicology29(3): 246-257",2020,NA,"Terrestrial"
138261413,"(2E)-1-[(6-Chloro-3-pyridinyl)methyl]-N-nitro-2-imidazolidinimine","Not reported","Unmeasured","","NR",NA,"NR",NA,"NR","Apis mellifera","Honey Bee","Insects/Spiders; Standard Test Species; U.S. Invasive Species","Adult","","NR","","NR","","NR","Not reported","Environmental, unspecified","No substrate","Lab","7","Formulation","","2.2","","NR","","NR","ng/org","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Mortality","Mortality","NOEL","","2.2","","NR","","NR",NA,NA,"ng/org","Not reported","","1","","NR","","NR","Day(s)","Pereira,R.C., W.F. Barbosa, M.A.P. Lima, J.O.L.,Jr. Vieira, R.N.C. Guedes, B.K.R. Da Silva, G.M.D. Barbosa, and F.L. Fe",184417,"Toxicity of Botanical Extracts and Their Main Constituents on the Bees Partamona helleri and Apis mellifera","Ecotoxicology29(3): 246-257",2020,NA,"Terrestrial"
